    3594,     -55041,   1 ,   2 ,  END,  END,  1, 1, 1, 1
  -14454,   -322576,    0 ,   2 ,   3 ,  END,  1, 1, 1, 1
  379475,   -450117,    0 ,   1 ,  END,  END,  1, 1, 1, 1
  225798,   -582105,    1 ,   4 ,   6 ,  END,  1, 1, 1, 1
  154501,   -655049,    3 ,   5 ,   6 ,  END,  1, 1, 1, 1
  511884,   -494150,    4 ,  10 ,  END,  END,  1, 1, 1, 1
  761947,   -427210,    3 ,   4 ,    7,   9 ,  1, 1, 1, 1
  762546,   -496485,    6 ,   8 ,  END,  END,  1, 1, 1, 1
  753110,   -619578,    7 ,   9 ,  18 ,  END,  1, 1, 1, 1
  539144,   -964504,    6 ,   8 ,  17 ,  END,  1, 1, 1, 1
  505443,   -1077701,   5 ,  11 ,  12 ,  END,  1, 1, 1, 1
  743149,   -1132853,  10 ,  13 ,  14 ,  END,  1, 1, 1, 1
  360902,   -1165656,   9 ,  10 ,  14 ,  15 ,  1, 1, 1, 1
  749590,   -1614327,  11 ,  END,  END,  END,  1, 1, 1, 1
  913902,   -1062578,  11 ,  12 ,  28 ,  END,  1, 1, 1, 1
  981229,   -901679,   12 ,  16 ,  25 ,  END,  1, 1, 1, 1
  962581,   -660386,   15 ,  17 ,  21 ,  END,  1, 1, 1, 1
  1425187,  -145998,    9 ,  16 ,  20 ,  END,  1, 1, 1, 1
  1549507,  -52150,     8 ,  19 ,  20 ,  END,  1, 1, 1, 1
  1369318,  -448893,   18 ,  23 ,  END,  END,  1, 1, 1, 1
  1337039,  -658051,   17 ,  18 ,  21 ,  END,  1, 1, 1, 1
  1375009,  -670283,   16 ,  20 ,  22 ,  END,  1, 1, 1, 1
  1483303,  -692633,   21 ,  23 ,  25 ,  END,  1, 1, 1, 1
  1529286,  -683181,   19 ,  22 ,  24 ,  END,  1, 1, 1, 1
  1329400,  -1273515,  23 ,  26 ,  END,  END,  1, 1, 1, 1
  1480682,  -1577522,  15 ,  22 ,  27 ,  END,  1, 1, 1, 1
  1403768,  -1634787,  27 ,  24 ,  END,  END,  1, 1, 1, 1
  865073,   -1618553,  25 ,  26 ,  28 ,  END,  1, 1, 1, 1

