-106890736	730419712
-112901344	729514816
-102016328	731116480
-129768744	726704000
-117281800	728823424
-106890736	730419712
-112901344	729514816
-129768744	726704000
-112901344	729514816
-111603304	729714560
-148122608	723186176
-115587792	729094016
-132832544	726150208
-114229288	729308096
-122781184	727917184
-112901344	729514816
-121359072	728155648
-126840824	727220736
-111603304	729714560
-121359072	728155648
-115587792	729094016
-106890736	730419712
-105629240	730603264
-118610384	728608448
-114229288	729308096
-128288496	726966848
-125725992	727414336
-106890736	730419712
-129768744	726704000
-135022512	725746240
-115587792	729094016
-122781184	727917184
-135022512	725746240
-126840824	727220736
-141373056	724535936
-132832544	726150208
-122781184	727917184
-131282744	726432064
-115587792	729094016
-112901344	729514816
-111603304	729714560
-115587792	729094016
-98147640	731645824
-112901344	729514816
-125425248	727466240
-124236328	727670272
-131282744	726432064
-124236328	727670272
-131282744	726432064
-112901344	729514816
-105629240	730603264
-124236328	727670272
-104397056	730780288
-114229288	729308096
-128288496	726966848
-118610384	728608448
-104397056	730780288
-95850688	731950336
-143052944	724206080
-131282744	726432064
-129768744	726704000
-112901344	729514816
-110335016	729907456
-110335016	729907456
-122781184	727917184
-93657712	732234176
-122781184	727917184
-112901344	729514816
-112901344	729514816
-94741904	732094656
-95850688	731950336
-96985408	731800832
-114229288	729308096
-124236328	727670272
-94741904	732094656
-136556832	725459008
-121359072	728155648
-138126160	725161920
-105629240	730603264
-146428848	723531072
-138126160	725161920
-132832544	726150208
-138126160	725161920
-104397056	730780288
-135022512	725746240
-93657712	732234176
-94741904	732094656
-103193144	730951296
-96985408	731800832
-121359072	728155648
-111603304	729714560
-124236328	727670272
-125725992	727414336
-129768744	726704000
-115587792	729094016
-96985408	731800832
-111603304	729714560
-118610384	728608448
-138126160	725161920
-129768744	726704000
-121359072	728155648
-124236328	727670272
-159250576	720817472
-131282744	726432064
-102016328	731116480
-139731104	724854400
-114229288	729308096
-138126160	725161920
-121359072	728155648
-86252152	733143360
-112901344	729514816
-139731104	724854400
-112901344	729514816
-100556256	731318720
-129768744	726704000
-115587792	729094016
-112901344	729514816
-126840824	727220736
-96985408	731800832
-104397056	730780288
-118404352	728641920
-121359072	728155648
-105629240	730603264
-135022512	725746240
-115587792	729094016
-105629240	730603264
-102016328	731116480
-122781184	727917184
-119969304	728385920
-132832544	726150208
-118610384	728608448
-108182208	730229632
-112901344	729514816
-114229288	729308096
-122781184	727917184
-112901344	729514816
-129768744	726704000
-103193144	730951296
-118610384	728608448
-132832544	726150208
-105629240	730603264
-103193144	730951296
-96985408	731800832
-114229288	729308096
-111603304	729714560
-96985408	731800832
-102016328	731116480
-111603304	729714560
-111603304	729714560
-122781184	727917184
-112901344	729514816
-115587792	729094016
-112901344	729514816
-129768744	726704000
-131282744	726432064
-131282744	726432064
-119969304	728385920
-122781184	727917184
-114229288	729308096
-115587792	729094016
-118610384	728608448
-103193144	730951296
-128288496	726966848
-114229288	729308096
-138126160	725161920
-129768744	726704000
-118610384	728608448
-112901344	729514816
-121359072	728155648
-114229288	729308096
-98147640	731645824
-114229288	729308096
-110335016	729907456
-118610384	728608448
-115587792	729094016
-112901344	729514816
-124236328	727670272
-121359072	728155648
-104397056	730780288
-131282744	726432064
-124236328	727670272
-104397056	730780288
-124236328	727670272
-115587792	729094016
-104397056	730780288
-122781184	727917184
-105629240	730603264
-119969304	728385920
-124236328	727670272
-106890736	730419712
-134418432	725858304
-115587792	729094016
-138126160	725161920
-156454640	721429568
-129768744	726704000
-102016328	731116480
-111603304	729714560
-111603304	729714560
-124236328	727670272
-115587792	729094016
-110335016	729907456
-121359072	728155648
-131282744	726432064
-110335016	729907456
-111603304	729714560
-136556832	725459008
-112901344	729514816
-104397056	730780288
-87264656	733023552
-105629240	730603264
-115587792	729094016
-103193144	730951296
-124236328	727670272
-95850688	731950336
-112901344	729514816
-114229288	729308096
-111603304	729714560
-118404352	728641920
-112901344	729514816
-104397056	730780288
-108182208	730229632
-93657712	732234176
-116979440	728872064
-129768744	726704000
-134418432	725858304
-131282744	726432064
-102016328	731116480
-94741904	732094656
-103193144	730951296
-131282744	726432064
-122781184	727917184
-122781184	727917184
-89362192	732770816
-111603304	729714560
-105629240	730603264
-104397056	730780288
-95850688	731950336
-121359072	728155648
-134418432	725858304
-98147640	731645824
-131282744	726432064
-121359072	728155648
-104397056	730780288
-128288496	726966848
-119863720	728403264
-115587792	729094016
-106890736	730419712
-112901344	729514816
-104397056	730780288
-125725992	727414336
-104397056	730780288
-102016328	731116480
-105629240	730603264
-95850688	731950336
-104397056	730780288
-128288496	726966848
-102016328	731116480
-122781184	727917184
-100865568	731276096
-119969304	728385920
-124236328	727670272
-122781184	727917184
-94741904	732094656
-135022512	725746240
-138126160	725161920
-122781184	727917184
-129768744	726704000
-122781184	727917184
-115982360	729031360
-119969304	728385920
-126840824	727220736
-126840824	727220736
-119969304	728385920
-119969304	728385920
-144772960	723864256
-110335016	729907456
-118610384	728608448
-103193144	730951296
-102016328	731116480
-125425248	727466240
-118610384	728608448
-125425248	727466240
-100865568	731276096
-118610384	728608448
-111603304	729714560
-99740552	731430464
-117281800	728823424
-118610384	728608448
-93657712	732234176
