6.0,4,True
248,196,72,255
212,28,28,170
224,120,56,255
236,96,76,64
240,104,60,255
184,48,44,102
168,36,40,20
248,148,68,255
224,156,136,17
252,204,68,64
244,232,184,9
252,112,16,255
224,68,76,255
216,60,48,36
196,68,76,128
240,124,28,255
180,100,104,21
216,56,48,32
240,228,4,255
252,92,20,255
236,4,0,255
180,44,36,36
236,208,124,64
252,156,76,255
248,124,48,255
236,48,44,142
196,44,20,255
252,240,36,204
212,84,80,51
192,72,76,85
248,36,8,255
236,148,32,255
224,60,72,85
252,168,28,255
236,220,220,2
252,172,132,18
252,168,164,28
236,180,112,23
204,156,156,1
248,200,160,23
236,148,100,255
240,120,28,255
228,88,44,255
200,124,116,20
248,72,20,255
168,24,12,255
240,184,64,255
232,52,64,51
240,44,0,255
248,112,92,17
240,156,60,255
168,52,36,85
184,100,100,85
232,180,180,9
244,148,140,255
248,16,28,170
204,64,64,73
252,236,224,1
248,184,184,3
252,56,32,255
200,104,80,64
188,132,136,3
180,80,92,43
224,92,84,85
252,156,120,9
240,36,12,255
248,96,92,128
220,128,60,255
248,92,4,255
252,232,216,2
252,236,72,255
228,156,148,1
252,208,40,128
244,84,68,26
240,84,12,255
204,100,20,255
236,96,96,64
244,96,88,28
216,180,36,255
248,220,8,255
196,8,12,255
200,64,60,64
252,72,20,255
248,244,236,3
200,140,144,6
248,176,176,16
248,244,228,3
196,20,8,255
224,28,16,255
224,48,40,26
212,76,64,73
164,56,52,85
184,28,32,23
244,204,176,4
224,96,20,255
220,8,8,255
252,96,44,255
236,104,112,170
236,108,48,255
228,68,68,128
244,176,72,170
248,76,60,87
244,180,184,3
252,180,0,255
248,204,160,36
228,60,80,85
252,248,240,1
220,80,84,64
192,36,28,43
244,36,4,255
220,136,60,255
236,88,60,51
240,140,40,255
248,64,40,255
220,76,80,128
244,164,144,128
236,216,176,20
200,60,56,64
252,124,64,128
252,204,20,255
252,196,132,85
248,20,20,255
232,204,24,170
232,200,200,4
252,152,8,255
236,120,4,255
244,136,48,255
248,232,16,255
196,160,40,255
240,100,84,51
228,88,0,255
176,60,60,28
228,92,96,64
184,44,40,73
244,132,84,255
216,72,72,64
248,136,16,255
228,180,36,255
248,144,88,255
240,60,44,36
228,116,28,255
252,116,28,255
224,64,64,64
244,128,0,255
240,188,184,11
244,164,164,51
236,8,4,255
188,32,20,113
240,212,36,255
248,120,60,255
236,52,32,170
188,28,16,255
160,40,24,255
224,12,0,255
196,32,16,255
252,244,40,85
224,144,136,20
252,248,32,36
224,68,8,255
232,56,0,255
216,144,12,255
236,176,180,3
220,176,124,26
244,32,28,255
252,252,192,1
252,136,24,255
236,148,132,85
232,132,56,255
232,80,72,77
204,40,36,51
240,68,24,255
248,160,0,255
252,84,100,255
212,176,128,17
228,144,68,255
220,152,128,20
252,168,68,255
236,80,0,255
244,148,104,255
208,68,80,64
252,64,16,255
244,160,52,255
224,140,80,255
248,124,8,255
228,56,40,36
232,92,32,255
192,80,80,170
252,8,0,255
220,36,16,255
196,36,36,46
240,200,24,128
252,60,80,64
252,192,88,204
244,232,192,14
252,208,76,255
228,40,8,255
220,112,8,255
232,172,172,8
244,72,64,30
236,160,156,11
236,172,148,85
216,16,0,255
248,216,4,170
228,180,188,2
244,48,24,255
228,204,16,255
240,112,0,255
224,88,40,255
224,24,12,255
240,32,32,170
164,60,56,51
208,76,72,153
192,60,76,51
236,64,72,113
228,20,12,255
236,64,60,85
224,180,60,128
208,156,64,255
204,52,40,85
244,180,84,255
252,148,152,20
232,76,104,85
244,144,80,255
208,16,8,255
220,100,76,255
252,76,8,255
212,100,88,85
252,112,12,255
212,24,24,170
208,52,4,255
220,140,0,255
252,228,92,109
248,60,44,191
236,220,216,2
248,56,68,255
244,92,56,255
252,176,16,255
252,180,176,40
236,156,124,255
204,108,100,128
224,116,0,255
228,96,40,255
228,192,188,8
240,96,88,51
204,48,32,128
220,56,60,128
248,184,80,255
236,64,36,255
232,144,92,255
240,96,32,255
248,148,140,85
240,80,60,64
248,172,128,85
224,120,120,85
252,104,8,255
212,172,20,255
240,56,16,255
180,28,28,24
224,76,68,102
232,128,72,255
212,124,136,51
252,68,28,255
188,72,68,106
204,48,28,255
240,56,4,255
240,208,40,128
248,116,56,255
252,128,104,18
236,56,36,128
224,172,28,128
196,36,12,255
236,84,76,64
252,252,212,1
240,212,12,255
236,228,192,11
228,108,52,255
252,192,184,21
252,196,8,255
236,140,4,255
248,252,252,0
232,184,180,4
236,204,4,255
244,184,124,64
216,20,8,255
252,148,140,57
252,200,140,77
224,116,84,6
144,40,24,255
228,64,60,93
224,20,24,255
232,128,36,255
228,184,40,85
228,120,68,255
204,104,92,255
248,152,108,255
252,172,32,255
252,216,8,255
244,28,8,255
248,76,48,255
212,52,28,255
236,84,12,255
196,64,52,85
252,180,12,255
180,28,20,57
244,56,4,255
244,140,132,255
252,88,44,255
192,36,16,255
196,44,24,204
252,32,56,2
208,120,124,36
180,36,28,4
192,92,84,128
248,88,84,43
212,148,140,8
248,84,12,255
232,12,0,255
216,68,52,109
228,44,4,255
244,136,52,255
236,44,12,255
228,32,20,255
244,76,76,85
192,52,28,255
252,156,136,46
252,164,68,255
196,64,72,51
180,72,4,255
228,116,76,32
192,88,92,85
240,124,4,255
240,200,16,64
224,4,8,255
164,48,60,51
244,192,164,5
232,40,52,36
196,144,144,3
180,60,36,255
220,48,48,106
208,44,52,21
212,116,76,32
172,84,84,64
252,220,20,128
244,168,80,255
252,52,0,255
240,116,92,43
236,28,12,255
252,172,96,255
236,208,168,9
236,192,176,1
248,100,68,128
212,28,20,255
220,176,4,128
240,148,48,255
248,56,32,255
192,56,48,43
248,52,64,43
216,52,24,213
212,136,24,255
252,180,28,255
252,136,28,255
252,32,44,12
232,80,68,136
248,80,52,255
252,128,16,255
180,76,0,255
244,68,48,77
212,124,112,51
240,200,172,3
204,52,44,80
248,180,84,255
228,136,68,255
208,156,160,2
228,140,44,255
252,176,176,18
248,136,80,255
184,120,4,255
240,40,28,213
228,136,132,255
252,124,4,255
236,124,24,255
220,44,28,128
240,232,16,255
252,228,80,170
244,104,80,20
248,96,8,255
248,40,40,220
220,0,4,255
220,124,96,85
248,112,36,255
240,176,80,255
212,48,0,255
220,196,196,4
252,252,48,25
156,56,40,255
252,200,12,232
232,60,76,36
248,244,144,64
252,148,40,255
240,32,44,64
252,168,64,255
192,48,52,64
204,52,48,77
244,36,24,255
252,132,68,255
168,40,20,255
188,64,60,28
196,68,52,170
200,76,32,255
252,84,40,255
240,48,20,255
208,132,116,51
228,216,124,28
248,112,96,16
220,32,12,255
244,204,60,255
180,48,44,51
244,164,36,128
208,52,24,255
196,112,116,43
252,36,52,8
180,76,72,64
232,84,40,255
200,4,4,255
252,140,72,255
240,184,192,3
232,8,12,255
248,100,24,255
252,216,68,230
232,24,4,243
252,204,28,102
252,220,60,85
252,60,60,223
220,204,52,255
252,164,32,255
216,144,140,13
252,172,160,170
252,212,40,51
236,180,156,2
248,208,32,128
220,184,180,2
244,216,36,255
248,16,20,255
164,88,100,32
244,40,0,255
224,120,64,255
224,0,4,255
220,108,52,255
232,184,124,64
240,44,12,255
236,72,64,77
244,156,56,255
188,72,72,43
244,144,88,255
240,56,0,255
252,108,24,255
232,68,36,255
232,200,24,255
208,164,120,11
236,120,60,255
236,168,156,36
244,172,92,255
144,60,52,51
220,192,24,255
224,136,80,255
228,136,140,128
248,92,88,28
252,108,32,255
228,196,148,13
176,60,68,23
212,16,16,255
200,64,52,77
232,116,28,255
252,72,28,255
212,96,76,128
252,236,100,85
248,52,36,255
248,176,136,255
232,36,16,255
252,200,144,51
244,84,32,255
252,184,24,255
236,84,68,28
228,116,88,64
232,200,20,170
188,44,60,13
248,228,220,3
204,76,84,255
252,136,116,15
244,112,48,255
224,48,8,255
240,104,64,255
252,216,12,109
244,196,200,3
204,68,68,128
188,68,68,64
228,140,72,255
180,28,16,128
228,128,40,255
212,60,72,51
252,144,4,255
252,96,0,255
232,216,0,255
180,36,24,64
236,116,0,255
156,68,60,128
252,124,88,15
240,32,0,255
236,72,60,23
240,160,104,255
244,236,4,255
240,220,80,128
236,16,12,255
200,112,108,85
248,108,32,255
200,96,88,85
248,192,96,255
236,44,8,255
228,32,24,128
252,224,52,191
252,228,220,5
216,128,116,64
252,204,112,17
236,148,12,255
208,188,192,0
252,104,100,70
216,132,0,255
192,44,60,16
204,28,0,255
252,156,148,36
224,84,76,43
232,132,136,255
208,52,64,26
184,44,12,255
204,24,28,85
212,52,60,85
184,64,64,28
188,28,40,16
252,112,72,255
224,12,8,255
212,140,136,14
240,116,80,128
220,36,0,255
252,64,52,121
252,176,88,255
248,96,80,104
252,40,48,64
176,36,20,85
244,32,36,109
216,52,28,255
192,68,76,85
252,244,244,13
220,72,88,51
220,160,148,1
232,4,8,255
232,80,64,102
204,132,128,23
228,36,28,255
220,200,204,0
224,52,40,22
232,56,44,43
212,124,124,128
252,168,36,255
184,96,88,64
240,48,64,128
236,160,160,17
252,48,32,255
248,212,200,2
172,40,28,102
228,76,68,85
200,60,60,113
240,36,24,255
244,44,12,255
200,8,0,255
244,192,160,10
248,124,0,255
232,184,24,85
240,156,124,255
244,104,84,14
224,80,36,255
252,244,32,128
236,168,96,8
240,160,80,255
244,148,68,255
224,184,40,128
224,160,152,2
192,136,40,255
236,36,4,255
232,92,4,255
236,200,184,2
252,232,224,3
220,184,12,128
236,124,60,255
252,208,96,170
232,120,88,85
188,80,80,85
252,204,184,1
240,32,40,64
252,188,4,255
252,84,16,255
216,92,68,128
248,4,4,255
204,144,140,4
232,216,216,1
228,124,60,255
180,44,40,26
252,188,64,255
240,24,32,51
236,40,28,213
228,84,80,128
240,144,80,255
252,92,48,255
232,164,80,128
240,88,32,255
228,132,52,255
212,192,56,255
224,108,116,85
224,204,12,255
208,52,28,85
200,32,20,255
252,100,12,255
236,108,8,255
224,28,4,255
248,92,48,170
188,40,32,5
232,76,76,85
204,76,76,128
176,52,32,128
228,88,56,255
188,96,40,255
196,48,0,255
252,228,56,51
248,60,0,255
252,136,92,98
252,176,116,255
252,180,156,85
212,24,32,36
248,16,16,255
236,156,152,61
244,104,40,255
252,156,48,255
184,16,12,255
240,64,52,34
244,204,200,10
240,96,36,255
228,92,40,255
248,216,8,128
252,172,60,255
200,76,72,255
232,144,120,255
184,68,68,85
200,72,72,85
228,36,36,64
224,120,84,4
252,128,96,8
252,116,68,255
224,64,8,255
252,96,20,255
224,172,164,5
228,108,60,255
252,68,56,115
236,132,48,255
240,212,8,191
244,208,188,1
232,0,8,255
236,160,24,255
240,208,212,2
248,88,64,89
220,152,156,12
208,40,52,20
232,36,20,255
192,64,64,128
212,76,84,64
236,220,92,64
252,252,176,2
240,224,152,23
188,36,0,255
224,20,16,255
220,168,168,3
252,192,92,255
244,208,192,4
228,56,24,255
228,120,92,64
188,52,56,51
236,60,36,255
232,52,40,73
252,172,24,255
236,144,88,255
248,244,16,255
252,216,48,153
152,56,40,85
204,68,64,85
244,20,52,36
180,136,132,1
228,64,64,85
248,204,188,3
216,80,76,255
244,32,8,255
220,80,64,64
188,40,52,14
244,184,128,85
248,156,88,255
232,180,28,255
168,92,92,21
180,36,20,102
216,84,60,255
244,144,128,85
160,76,76,85
220,104,56,255
252,196,136,170
212,140,108,255
240,160,144,85
236,124,28,255
248,192,92,85
216,28,32,85
228,32,28,223
200,84,84,170
252,32,28,251
236,40,0,255
248,200,72,128
220,144,20,255
240,228,16,255
212,8,8,255
228,104,20,255
248,224,52,255
192,88,84,64
216,68,24,255
220,192,188,1
252,220,188,5
228,8,8,255
252,160,0,255
252,164,160,96
244,24,4,255
204,84,92,85
248,212,36,170
212,144,144,8
208,24,12,255
200,68,56,96
244,56,56,128
228,152,100,255
252,168,116,255
204,176,60,255
236,100,84,51
240,116,84,64
196,84,84,102
252,212,208,7
244,196,164,7
224,104,72,85
252,176,92,255
240,8,0,255
224,176,28,255
192,40,24,51
196,108,116,32
200,108,32,128
224,132,16,255
232,72,64,91
200,76,104,64
216,60,52,96
232,204,204,6
176,48,44,36
140,64,60,51
196,100,80,128
204,172,172,4
232,116,64,255
252,84,104,85
240,148,84,255
252,236,228,2
248,188,96,255
232,16,8,255
244,80,0,255
196,140,36,255
248,236,236,17
224,56,72,36
192,40,28,85
252,128,52,255
204,148,148,5
240,108,32,255
248,184,44,255
176,104,96,26
244,216,212,5
192,112,104,23
208,60,72,77
248,96,0,255
244,56,76,43
220,68,76,51
200,68,76,64
244,232,220,2
248,136,124,255
236,188,192,4
236,44,40,255
252,120,64,255
248,108,88,13
236,100,60,255
184,76,76,85
160,44,20,128
184,40,36,33
244,188,180,6
252,156,20,255
240,212,144,32
220,120,36,255
252,16,8,255
248,112,0,255
232,156,100,128
192,76,68,153
252,252,236,0
248,68,28,255
232,28,16,255
252,196,80,255
252,132,76,255
236,148,140,170
228,136,28,255
248,128,32,255
248,204,208,4
196,52,32,255
248,64,28,255
220,44,40,51
248,152,84,255
224,60,56,26
244,252,72,85
220,20,12,255
248,136,120,128
252,4,4,255
200,36,0,255
220,80,72,96
228,124,112,255
252,88,20,255
244,164,0,255
220,76,68,139
244,16,20,255
248,72,36,255
252,36,16,255
236,44,28,255
220,56,40,73
208,60,0,255
216,44,0,255
252,204,8,255
240,64,60,43
168,52,52,28
212,12,4,255
244,216,28,255
248,172,156,64
244,232,28,255
212,172,172,1
252,220,216,9
240,64,48,32
232,60,68,255
252,164,12,255
248,196,196,6
248,216,52,255
252,104,52,255
200,76,76,85
228,136,32,255
232,164,64,255
204,88,88,191
188,32,4,255
228,36,32,255
232,136,100,255
236,68,44,85
244,40,36,216
240,28,4,255
184,20,16,191
244,196,192,6
236,72,36,255
208,44,44,21
252,104,108,102
252,108,52,255
232,184,184,9
220,180,176,9
184,64,56,102
232,36,24,255
212,168,168,2
228,80,88,102
236,32,44,64
240,140,20,255
224,20,20,255
240,176,40,85
180,104,64,51
228,120,80,6
236,204,200,14
252,252,232,0
224,208,212,0
252,236,0,241
248,52,8,255
224,88,72,64
252,216,52,153
232,44,12,255
252,184,124,170
252,128,76,255
252,180,112,191
180,28,24,14
232,48,56,128
244,176,176,9
172,52,36,128
252,132,56,255
252,144,60,255
208,16,16,255
244,60,68,219
236,216,128,255
208,56,52,57
232,108,88,255
244,212,8,255
240,88,84,85
252,88,76,103
244,224,20,128
248,192,88,255
252,124,92,12
228,32,0,255
212,120,116,64
236,104,56,255
244,188,80,255
228,12,4,255
216,128,132,43
224,152,148,1
232,104,24,255
232,96,32,255
192,88,80,85
252,20,4,255
252,200,0,255
252,248,184,4
252,252,72,9
248,68,64,43
216,32,20,255
192,28,36,32
228,48,16,255
232,48,48,85
212,144,148,43
244,112,120,128
248,72,64,23
252,152,112,32
248,232,216,1
248,92,84,57
236,100,80,32
228,188,4,128
248,196,180,2
252,164,96,255
224,44,48,128
220,40,20,255
196,144,32,255
248,144,144,255
220,24,8,255
192,56,68,36
252,112,44,255
224,68,56,128
252,148,36,255
180,32,16,85
244,128,72,255
252,92,8,255
252,120,16,255
200,20,32,20
252,112,96,14
252,40,20,255
220,148,100,51
236,172,88,128
240,76,80,255
216,40,12,255
180,24,12,255
220,160,72,85
188,48,60,21
252,44,28,255
252,176,172,106
192,76,60,128
240,232,192,10
252,196,180,2
244,68,16,255
252,168,8,255
252,172,152,128
156,52,44,51
228,72,0,255
228,92,16,255
224,56,24,255
244,44,40,255
248,164,40,255
212,48,12,255
224,0,0,255
228,152,136,32
240,44,44,142
212,28,8,255
248,192,64,255
196,72,72,85
228,200,20,255
236,224,196,6
252,80,48,255
252,148,112,6
232,156,120,170
248,212,16,255
228,184,176,2
240,192,140,23
236,36,32,170
152,20,12,102
216,56,68,64
240,28,12,255
248,92,16,255
252,132,72,255
232,116,100,128
196,60,52,59
240,24,24,64
252,208,4,255
248,48,20,255
252,184,192,2
204,20,20,255
240,180,176,7
232,28,32,85
244,96,68,28
252,136,60,255
196,40,28,109
248,216,204,3
252,40,4,255
248,148,124,51
240,116,56,255
164,52,32,170
248,176,0,255
188,40,40,17
164,60,64,43
184,48,48,51
252,224,12,119
248,132,28,255
236,64,0,255
184,112,120,23
232,140,48,255
224,72,76,255
200,48,16,255
224,44,36,157
236,108,36,255
208,152,152,8
252,76,28,255
248,240,244,0
252,148,16,255
240,216,8,255
248,172,144,85
236,92,16,255
252,24,0,255
248,104,8,255
224,132,68,255
196,48,36,170
252,228,228,17
248,196,60,255
236,216,136,43
244,88,64,43
200,76,64,128
216,108,28,255
228,52,44,51
232,204,52,255
240,56,52,51
252,152,20,255
220,164,24,255
252,128,120,73
248,232,4,170
252,168,152,43
188,148,56,255
204,36,24,255
224,40,12,255
244,68,8,255
240,84,44,255
240,212,0,255
232,176,112,13
164,24,20,15
220,28,20,255
208,148,124,4
252,116,32,255
212,168,172,2
224,64,52,109
252,92,60,243
228,212,184,5
188,36,8,255
224,20,8,255
252,64,12,255
252,44,40,209
232,80,76,51
240,64,20,255
216,36,8,255
224,192,32,170
248,164,100,255
244,56,52,235
248,48,68,64
252,192,112,204
236,136,36,255
192,36,32,41
244,184,184,6
244,120,20,255
232,72,80,128
252,172,52,255
252,36,32,246
244,20,16,255
204,32,32,128
244,236,8,255
224,36,28,255
228,160,160,6
236,144,140,255
228,144,148,51
252,52,52,220
240,40,48,85
228,148,68,255
252,168,124,23
212,52,16,255
244,148,28,255
248,136,44,255
240,52,24,255
244,36,16,255
252,84,60,94
244,64,68,191
236,124,120,85
248,208,184,2
196,120,104,18
252,232,64,128
244,132,132,255
220,108,72,28
196,20,12,255
252,196,68,128
216,48,32,109
248,88,28,255
236,212,184,5
240,128,56,255
220,156,152,3
212,52,48,46
252,208,88,170
252,212,8,255
248,204,28,255
248,44,16,255
224,12,20,255
244,76,20,255
172,112,104,2
176,120,128,2
220,204,208,0
252,212,216,2
252,252,252,0
236,172,136,26
224,52,68,102
164,68,56,73
216,196,112,20
252,172,80,255
248,172,4,255
208,64,60,85
244,204,0,255
252,136,44,255
216,88,12,255
236,112,60,255
244,224,220,5
224,104,100,85
232,136,136,170
228,196,112,85
236,64,68,255
244,156,132,255
208,44,32,43
208,108,68,51
244,148,124,255
252,220,40,64
236,40,36,191
252,48,24,255
252,52,72,43
220,100,48,255
252,44,24,255
252,28,28,245
236,196,24,255
232,124,0,255
240,136,40,255
248,60,56,187
244,228,224,7
176,100,100,18
228,200,132,21
188,36,40,85
252,192,108,219
244,232,212,2
244,104,96,85
244,196,88,128
168,44,32,102
248,228,0,241
224,72,80,128
244,68,36,255
248,40,0,255
244,4,4,255
180,72,68,64
248,184,100,255
248,12,12,255
244,248,56,255
240,152,0,255
228,28,16,255
248,240,8,128
248,140,72,255
232,88,44,255
228,204,12,255
184,120,76,2
184,112,36,255
168,80,72,255
240,32,28,64
240,228,200,6
228,84,64,43
160,60,60,43
208,144,140,10
252,68,0,255
236,12,12,255
252,132,84,170
240,24,20,255
232,208,208,12
212,44,52,57
216,64,32,255
248,128,24,255
240,132,80,255
192,36,44,17
252,252,200,0
220,72,72,64
252,196,124,73
248,28,12,255
208,52,40,96
252,204,204,3
244,124,24,255
228,20,20,255
248,240,232,5
188,40,44,32
216,164,160,4
252,212,72,64
228,64,8,255
252,224,0,247
244,116,0,255
184,52,32,255
240,124,96,51
236,40,48,70
232,140,52,255
248,152,112,255
148,68,60,28
236,120,72,255
192,12,8,255
236,84,48,255
196,64,64,85
240,208,184,3
252,84,88,45
244,216,20,128
252,88,56,255
232,212,4,255
240,204,44,128
240,64,56,81
240,200,148,21
232,88,80,128
252,196,0,252
200,76,68,128
252,12,16,255
176,36,8,255
240,56,48,191
252,212,84,191
228,44,40,109
204,164,160,3
252,128,124,153
248,40,28,248
220,200,52,255
232,88,20,255
244,64,16,255
252,164,104,128
252,120,52,255
228,108,32,255
252,136,132,85
244,68,88,64
252,140,28,255
232,44,20,255
228,192,84,128
248,168,8,255
248,88,40,255
224,48,0,255
220,108,40,255
224,20,12,255
200,80,68,64
224,180,172,2
228,156,80,85
252,104,80,42
236,200,192,3
240,112,64,255
236,116,44,255
244,168,76,255
252,216,60,255
224,108,52,255
224,132,104,128
240,84,76,43
252,56,76,64
232,68,40,153
220,152,72,128
180,28,0,255
240,160,0,255
236,200,28,255
252,144,52,255
196,52,52,28
180,52,48,102
252,140,8,255
252,236,220,1
176,96,104,32
224,152,120,128
232,44,32,232
228,192,48,255
252,180,32,255
252,184,64,255
180,64,52,64
224,48,36,55
244,108,108,255
228,100,40,255
228,120,72,85
236,44,24,255
228,32,8,255
252,108,100,30
244,56,0,255
232,140,20,255
224,16,4,255
228,160,156,1
244,236,0,51
248,176,128,255
248,136,40,255
236,116,80,51
248,136,68,255
244,64,72,128
212,164,100,36
252,124,56,255
236,100,100,128
220,44,48,64
192,48,36,191
220,80,80,170
252,72,4,255
248,220,224,3
244,160,124,128
224,84,64,51
224,40,36,170
248,36,36,142
252,20,32,32
248,92,24,255
224,204,200,2
252,184,132,26
224,128,108,255
192,28,8,255
212,20,16,255
252,176,72,255
232,48,12,255
252,188,60,255
248,240,68,64
252,172,76,255
236,32,28,255
200,160,76,43
232,112,68,128
228,148,152,20
228,68,20,255
224,44,20,255
184,48,60,26
248,152,28,255
196,100,100,64
228,180,184,3
184,136,132,1
208,88,92,85
212,104,32,255
236,40,40,142
248,64,52,57
252,112,0,255
244,52,48,128
212,128,48,255
228,196,0,255
228,172,100,85
252,44,20,255
252,92,36,255
224,168,152,0
196,112,96,128
216,20,12,255
248,220,212,2
248,124,32,255
244,228,220,1
240,180,156,26
240,176,52,128
192,148,140,1
216,40,40,96
248,80,4,255
204,160,156,2
252,216,80,191
212,144,120,23
248,36,24,246
232,60,28,255
248,40,12,255
180,116,88,18
248,64,48,32
204,112,36,255
224,172,112,28
252,140,120,48
248,212,176,7
232,140,132,64
232,136,44,255
248,200,176,2
252,204,168,15
236,112,104,170
240,32,24,255
248,160,148,255
208,84,76,128
228,160,164,6
148,64,64,17
248,184,28,170
224,84,4,255
236,116,56,255
248,156,16,255
252,108,108,64
240,24,16,234
232,200,16,128
236,116,72,128
232,148,144,51
236,120,40,255
216,64,92,85
248,48,72,43
252,56,16,255
252,244,116,43
240,192,168,1
192,84,76,255
248,96,76,8
248,92,52,255
208,52,44,43
240,144,32,255
248,52,48,213
216,172,40,255
176,108,108,39
244,84,84,170
192,120,124,21
252,184,36,255
252,188,92,255
176,80,72,255
252,224,4,230
224,116,44,255
244,200,140,26
240,124,100,85
204,76,72,128
228,88,72,64
216,176,172,4
252,220,0,240
204,164,88,85
244,60,12,255
236,176,52,255
232,68,28,255
252,184,28,255
224,28,0,255
244,60,4,255
252,236,60,128
240,92,72,28
228,128,52,255
228,132,140,128
160,80,72,128
252,96,60,238
244,184,168,3
252,96,76,38
228,208,140,9
248,176,8,255
192,132,136,9
224,176,180,1
240,56,44,64
252,24,36,7
252,128,112,13
212,36,12,255
164,56,40,128
240,28,16,255
200,152,72,128
252,224,32,128
244,88,80,46
152,72,64,64
248,132,12,255
228,108,44,255
252,204,4,255
248,20,4,255
232,204,8,128
252,236,88,51
224,120,128,43
224,180,40,128
252,152,56,255
224,128,128,128
232,36,4,255
212,168,164,3
236,96,0,255
204,44,52,128
196,48,16,255
188,36,16,255
252,188,128,51
212,40,40,64
208,48,20,128
240,144,36,255
244,220,216,11
228,156,92,5
248,148,24,255
224,8,4,255
224,96,48,255
240,112,76,85
180,44,16,255
252,112,100,38
224,184,180,3
252,116,12,255
240,84,64,147
236,92,8,255
244,128,16,255
252,180,100,255
252,92,64,165
248,204,76,128
244,164,148,85
180,40,52,15
236,88,64,46
176,48,60,85
176,36,32,5
212,40,28,128
180,100,108,36
228,12,0,255
132,32,16,128
212,148,148,7
248,76,0,255
180,64,56,204
252,224,220,10
252,220,76,170
228,36,48,64
232,168,148,20
188,48,64,16
244,136,28,255
248,192,76,255
236,144,132,255
244,68,72,191
248,252,136,20
228,140,68,255
200,48,24,204
204,32,4,255
232,132,40,255
244,64,76,128
184,56,0,128
240,68,8,255
200,60,8,255
236,108,44,255
252,232,72,43
244,60,64,219
244,252,148,4
200,44,36,36
252,60,24,255
236,80,16,255
228,200,204,1
228,204,36,255
212,52,8,255
248,180,0,255
224,124,60,255
228,100,52,255
236,140,136,255
232,92,48,170
216,8,12,255
248,176,160,128
248,236,32,255
248,92,72,19
252,124,108,7
220,176,12,64
252,176,76,255
232,112,116,128
192,100,108,64
252,212,212,7
164,56,64,128
216,96,68,128
236,160,140,64
252,160,88,255
252,136,52,255
236,168,92,20
240,228,52,255
232,204,188,1
252,120,28,255
204,80,76,170
224,52,24,255
200,48,36,143
228,48,64,9
212,124,104,51
244,48,8,255
240,112,16,255
164,64,52,64
228,172,164,5
248,60,24,255
244,104,92,57
236,64,56,18
248,108,96,43
252,100,48,255
244,228,216,2
192,40,12,255
248,104,0,255
172,40,20,255
236,24,0,255
212,64,60,43
192,20,20,128
240,164,96,85
240,160,128,255
244,172,160,32
220,136,112,255
252,224,132,17
252,228,44,255
248,60,28,255
252,200,192,13
244,220,36,128
192,132,128,4
252,168,120,51
240,104,28,255
252,176,0,255
252,180,160,128
188,36,20,191
248,240,0,102
212,120,104,128
252,100,96,97
252,156,36,255
252,248,36,32
252,204,164,12
208,8,12,255
240,96,72,14
228,180,176,4
228,92,28,255
204,144,144,10
208,144,8,255
184,40,52,12
248,144,4,255
212,172,100,26
244,104,0,255
248,128,16,255
180,28,12,182
252,80,40,255
240,228,172,27
220,156,156,7
244,132,44,255
252,252,224,0
180,52,64,36
252,68,44,240
248,84,84,51
212,80,20,255
196,40,8,255
160,88,80,28
240,208,56,255
212,64,64,128
180,68,68,85
216,172,44,128
212,44,16,255
196,36,28,136
252,4,20,255
224,188,188,6
252,248,28,170
248,72,12,255
252,224,36,102
228,124,64,255
232,96,56,255
252,192,72,255
216,116,76,18
236,140,20,255
232,52,20,255
244,124,36,255
252,224,56,85
252,184,0,255
244,144,152,128
236,144,136,85
200,160,40,255
216,160,92,43
240,156,92,255
204,36,8,255
208,40,56,4
240,64,4,255
220,112,80,5
224,8,16,128
240,64,32,255
244,248,80,128
252,20,0,255
228,148,124,85
200,40,40,73
196,64,36,128
244,140,48,255
228,192,32,128
240,56,40,153
200,80,56,85
188,80,72,85
248,184,68,255
204,164,168,3
240,196,176,1
208,56,60,51
252,32,8,255
244,88,84,102
252,72,24,255
232,88,60,170
248,132,16,255
240,156,136,255
192,92,68,51
252,240,80,102
248,88,68,58
248,84,60,51
216,104,76,51
252,208,144,20
252,72,52,148
212,96,36,255
220,192,168,3
252,252,68,16
232,36,8,255
244,76,92,64
204,104,100,255
252,164,84,255
188,36,28,19
188,20,24,85
224,20,4,255
244,24,16,255
244,240,212,4
224,48,20,255
220,64,40,255
252,252,248,0
244,188,152,15
208,148,16,255
244,52,20,255
240,124,20,255
252,216,36,128
244,204,72,255
168,48,52,32
180,28,8,255
244,56,32,213
216,12,8,255
248,204,64,128
236,68,52,51
244,152,36,255
240,144,132,128
220,48,32,113
244,184,180,6
236,88,28,255
244,176,160,43
236,188,76,128
244,168,96,255
236,116,24,255
236,72,76,51
244,216,92,128
232,108,72,128
212,148,144,5
220,104,76,128
180,64,60,51
232,68,12,255
240,88,68,39
248,100,84,45
244,180,0,255
212,28,4,255
248,192,72,255
232,120,40,255
252,232,40,64
248,56,16,255
248,164,116,255
200,56,44,85
244,80,44,255
236,152,152,153
240,84,20,255
248,136,48,255
236,160,104,255
244,108,8,255
252,128,32,255
240,100,60,255
252,232,76,85
208,20,8,255
244,56,36,128
204,52,60,170
248,180,68,255
204,44,12,255
240,128,44,255
168,40,52,9
248,140,0,255
212,144,132,32
248,136,96,36
184,120,116,9
192,32,12,255
212,124,128,51
252,124,20,255
236,100,0,255
